title,id,authors,concepts
Social Desirability Bias in the 2016 Presidential Election,https://openalex.org/W2590392164,"Samara Klar,Christopher Weber","Presidential election,Social psychology,Presidential system,Trait,Context (archaeology),Psychology,Social environment,Social desirability bias,Political science,Social desirability,Politics,Paleontology,Computer science,Biology,Programming language,Law"
The Characteristics of Interpersonal Networks in Disaster Response*,https://openalex.org/W2525673724,Christopher Weber,"Oil spill,Variety (cybernetics),Interpersonal communication,Generator (circuit theory),Interpersonal influence,Sociology,Social psychology,Psychology,Public relations,Computer science,Political science,Geography,Environmental protection,Artificial intelligence,Power (physics),Physics,Quantum mechanics"
Key issues review: numerical studies of turbulence in stars,https://openalex.org/W2300790136,"W. David Arnett,Casey Meakin","Physics,Astrophysics,Turbulence,Supernova,Convection,Stars,Stellar structure,Stellar evolution,Stellar rotation,Classical mechanics,Mechanics"
Linking 1D evolutionary to 3D hydrodynamical simulations of massive stars,https://openalex.org/W3105892891,"Casey Meakin,David Arnett","Physics,Stars,Astrophysics,Supernova,Convection,Stellar evolution,Nucleosynthesis,Boundary (topology),Turbulence,Mechanics,Mathematical analysis,Mathematics"
"Towards 21st century stellar models: Star clusters, supercomputing and asteroseismology",https://openalex.org/W2952129400,"Casey Meakin,W. David Arnett","Asteroseismology,Physics,Stellar physics,Observational astronomy,Astronomy,Photometry (optics),Stellar evolution,Stars,Astrophysics,Telescope"
Exploring Configurable Non-Volatile Memory-based Caches for Energy-Efficient Embedded Systems,https://openalex.org/W2381715915,Tosiron Adegbija,"Computer science,Embedded system,Non-volatile memory,Computer architecture,Memory management,Parallel computing,Operating system,Semiconductor memory,Computer hardware"
Phase-Based Dynamic Instruction Window Optimization for Embedded Systems,https://openalex.org/W2509013092,Tosiron Adegbija,"Computer science,Window (computing),Operating system"
Session details: Session 4: CAD 1,https://openalex.org/W3113508007,Tosiron Adegbija,"Session (web analytics),CAD,Computer science,Engineering,World Wide Web,Engineering drawing"
Extensive sequence divergence between the reference genomes of two elite <i>indica</i> rice varieties Zhenshan 97 and Minghui 63,https://openalex.org/W2507245928,"Jianwei Zhang,David Kudrna,Dario Copetti,Seung‐Hee Lee,Jayson Talag,Carlos Maldonado,José Luis Goicoechea,Yeisoo Yu,Beatriz Elena Padilla Hurtado,Ann Danowitz,Rod A. Wing","Biology,Genome,Subspecies,Oryza sativa,Japonica,Reference genome,Genetics,Gene,Oryza,Botany,Paleontology"
Building two indica rice reference genomes with PacBio long-read and Illumina paired-end sequencing data,https://openalex.org/W2519553402,"Jianwei Zhang,Dave Kudrna,Dario Copetti,Seung‐Hee Lee,Jayson Talag,Carlos Maldonado,José Luis Goicoechea,Yeisoo Yu,Beatriz Elena Padilla Hurtado,Ann Danowitz,Rod A. Wing","Genome,Reference genome,Sequence assembly,Whole genome sequencing,Shotgun sequencing,Illumina dye sequencing,Biology,Computational biology,DNA sequencing,Oryza sativa,Hybrid genome assembly,Genetics,Gene,Transcriptome,Gene expression"
Processing Low‐Oxide ZrB <sub>2</sub> Ceramics with High Strength Using Boron Carbide and Spark Plasma Sintering,https://openalex.org/W2336032783,"David Pham,Venkateswara Rao Manga,Krishna Muralidharan,Erica L. Corral","Materials science,Spark plasma sintering,Ceramic,Boron carbide,Scanning electron microscope,Impurity,Oxide,Flexural strength,Sintering,Phase (matter),Boron,Analytical Chemistry (journal),Metallurgy,Composite material,Chemistry,Organic chemistry,Chromatography"
Integrating Biogeochemical and Microbiological Approaches to Understand Ecosystem Processes and Responses to Environmental Change IV Posters,https://openalex.org/W3086277088,"N. J. Espinosa,Martha Gebhardt,Dawson Fairbanks,Rachel E. Gallery","Biogeochemical cycle,Ecosystem,Environmental science,Environmental change,Climate change,Environmental resource management,Ecology,Biology"
"Rice SNP-seek database update: new SNPs, indels, and queries",https://openalex.org/W2558561667,"Dario Copetti,Rod A. Wing","Indel,SNP,Biology,Pipeline (software),Single-nucleotide polymorphism,Genome,dbSNP,Annotation,Genome browser,Reference genome,Computer science,Computational biology,Database,Genetics,Information retrieval,Genotype,Gene,Genomics,Operating system"
Extensive sequence divergence between the reference genomes of two elite <i>indica</i> rice varieties Zhenshan 97 and Minghui 63,https://openalex.org/W2507245928,"Jianwei Zhang,David Kudrna,Dario Copetti,Seung‐Hee Lee,Jayson Talag,Carlos Maldonado,José Luis Goicoechea,Yeisoo Yu,Beatriz Elena Padilla Hurtado,Ann Danowitz,Rod A. Wing","Biology,Genome,Subspecies,Oryza sativa,Japonica,Reference genome,Genetics,Gene,Oryza,Botany,Paleontology"
Building two indica rice reference genomes with PacBio long-read and Illumina paired-end sequencing data,https://openalex.org/W2519553402,"Jianwei Zhang,Dave Kudrna,Dario Copetti,Seung‐Hee Lee,Jayson Talag,Carlos Maldonado,José Luis Goicoechea,Yeisoo Yu,Beatriz Elena Padilla Hurtado,Ann Danowitz,Rod A. Wing","Genome,Reference genome,Sequence assembly,Whole genome sequencing,Shotgun sequencing,Illumina dye sequencing,Biology,Computational biology,DNA sequencing,Oryza sativa,Hybrid genome assembly,Genetics,Gene,Transcriptome,Gene expression"
Tracing ancestor rice of Suriname Maroons back to its African origin,https://openalex.org/W2528372310,"Dario Copetti,Rod A. Wing","Maroon,Ancestor,Geography,Introgression,Ethnology,Population,Colonialism,Black rice,Genealogy,Biology,History,Ecology,Archaeology,Demography,Botany,Sociology,Raw material"
Genome puzzle master (GPM): an integrated pipeline for building and editing pseudomolecules from fragmented sequences,https://openalex.org/W2432603755,"Jian Wei Zhang,Dave Kudrna,Dario Copetti,Yeisoo Yu,José Luis Goicoechea,Rod A. Wing","Computer science,Annotation,Merge (version control),Software,Pipeline (software),Sequence assembly,Genome browser,Contig,Graphical user interface,Workflow,Genome,Genomics,World Wide Web,Information retrieval,Database,Operating system,Artificial intelligence,Biology,Biochemistry,Gene expression,Transcriptome,Gene"
DNA methylation changes facilitated evolution of genes derived from Mutator-like transposable elements,https://openalex.org/W2345431268,"Yeisoo Yu,Jian Wei Zhang,Dario Copetti,Dave Kudrna,Jayson Talag,Seung‐Hee Lee,Rod A. Wing","Transposable element,Biology,Genetics,Genome,Gene,DNA methylation,Genome evolution,Gene expression"
The Dark Side of the Genome: Revealing the Native Transposable Element/Repeat Content of Eukaryotic Genomes,https://openalex.org/W2524656430,"Dario Copetti,Rod A. Wing","Transposable element,Biology,Genome,Genetics,Evolutionary biology,Computational biology,Gene"
DEEP IMAGING OF ERIDANUS II AND ITS LONE STAR CLUSTER,https://openalex.org/W2343140613,"Dennis Zaritsky,Beth Willman","Physics,Blue straggler,Astrophysics,Astronomy,Red-giant branch,Photometry (optics),Galaxy,Stellar population,Star cluster,Stars,Red giant,Globular cluster,Dwarf galaxy,Open cluster,Star formation"
HUBBLE TARANTULA TREASURY PROJECT. III. PHOTOMETRIC CATALOG AND RESULTING CONSTRAINTS ON THE PROGRESSION OF STAR FORMATION IN THE 30 DORADUS REGION,https://openalex.org/W2243459022,Dennis Zaritsky,"Physics,Advanced Camera for Surveys,Astrophysics,Photometry (optics),Astronomy,Star formation,Galaxy,Stellar mass,Stars,Nebula,Hubble space telescope,Wide Field Camera 3,Star cluster,Red-giant branch,Initial mass function,Metallicity"
THE AFTERGLOW AND EARLY-TYPE HOST GALAXY OF THE SHORT GRB 150101B AT<i>z</i>= 0.1343,https://openalex.org/W2515731019,"W. Fong,Nathan Smith,Peter Milne,Dennis Zaritsky","Physics,Gamma-ray burst,Astrophysics,Afterglow,Kilonova,Galaxy,Supernova,Luminosity,Star formation,Spectral energy distribution,Astronomy,Population,Ejecta,Demography,Sociology"
SMASH 1: A VERY FAINT GLOBULAR CLUSTER DISRUPTING IN THE OUTER REACHES OF THE LMC?,https://openalex.org/W2523500335,"David L. Nidever,Gurtina Besla,Dennis Zaritsky","Physics,Astrophysics,Large Magellanic Cloud,Distance modulus,Astronomy,Globular cluster,Red-giant branch,Luminosity,Stellar density,Star cluster,Stars,RADIUS,Galaxy,Computer security,Computer science"
HYDROGEN EMISSION FROM THE IONIZED GASEOUS HALOS OF LOW-REDSHIFT GALAXIES,https://openalex.org/W3100711176,"Huanian Zhang,Dennis Zaritsky","Astrophysics,Physics,Galaxy,Redshift,Halo,Surface brightness,Flux (metallurgy),RADIUS,Emission spectrum,Lyman limit,Astronomy,Ionization,Spectral line,Ion,Chemistry,Computer security,Computer science,Intergalactic medium,Organic chemistry,Quantum mechanics"
ARE SOME MILKY WAY GLOBULAR CLUSTERS HOSTED BY UNDISCOVERED GALAXIES?,https://openalex.org/W2343027745,Dennis Zaritsky,"Physics,Astrophysics,Globular cluster,Milky Way,Halo,Galaxy,Astronomy,Stellar mass,Galaxy formation and evolution,Star formation"
A dynamics-free lower bound on the mass of our Galaxy,https://openalex.org/W2552211269,Dennis Zaritsky,"Physics,Galaxy,Astrophysics,Mass fraction,Halo,Milky Way,Baryon,Stellar mass,Dark matter,Star formation,Thermodynamics"
Disc colours in field and cluster spiral galaxies at 0.5 ≲<i>z</i>≲ 0.8,https://openalex.org/W2253621305,Dennis Zaritsky,"Physics,Astrophysics,Galaxy cluster,Elliptical galaxy,Spiral galaxy,Galaxy,Astronomy,Lenticular galaxy,Brightest cluster galaxy,Cluster (spacecraft),Disc,Galaxy group,Computer science,Programming language"
GLOBULAR CLUSTER POPULATIONS: RESULTS INCLUDING S4G LATE-TYPE GALAXIES,https://openalex.org/W3100272244,"Dennis Zaritsky,Kelsey McCabe","Physics,Astrophysics,Globular cluster,Galaxy cluster,Brightest cluster galaxy,Astronomy,Galaxy,Elliptical galaxy,Surface brightness fluctuation,Galaxy group,Peculiar galaxy,Stellar mass,Star formation"
The fundamental plane of EDisCS galaxies <i>(Corrigendum)</i>,https://openalex.org/W2561017320,Dennis Zaritsky,"Physics,Astrophysics,Fundamental plane (elliptical galaxies),Luminosity,Mistake,Velocity dispersion,Plane (geometry),Galaxy,Dispersion (optics),Astronomy,Galaxy formation and evolution,Optics,Geometry,Lenticular galaxy,Mathematics,Political science,Law"
"ERRATUM: “THE IMPACT OF BARS ON DISK BREAKS AS PROBED BY S4G IMAGING” (2013, ApJ, 771, 59)",https://openalex.org/W2268511817,"J. L. Hinz,Ramin Skibba,Dennis Zaritsky","Physics,Astronomy,Astrophysics"
The Telescopio San Pedro Mártir project,https://openalex.org/W2932026744,"Buell T. Jannuzi,Dennis Zaritsky","Observatory,Physics,Telescope,Plan (archaeology),Astronomy,Archaeology,History"
Erratum: Hubble Tarantula Treasury Project – IV. The extinction law: Table 1.,https://openalex.org/W2310372781,Dennis Zaritsky,"Physics,Treasury,Extinction (optical mineralogy),Astrophysics,Astronomy,Law,Optics,Political science"
A Universal Kinematic Scaling Relation and Galaxy Bulges,https://openalex.org/W2460180366,Dennis Zaritsky,"Scaling,Physics,Kinematics,Astrophysics,Galaxy,Relation (database),Stars,Statistical physics,Theoretical physics,Classical mechanics,Geometry,Computer science,Mathematics,Database"
Education and public engagement in observatory operations,https://openalex.org/W2474420135,Dennis Zaritsky,"Deliverable,Observatory,Telescope,Goldstone,Computer science,Software,Systems engineering,Physics,Engineering management,Astronomy,Operating system,Engineering,Geodesy,Geography"
Soliton metrics for two-loop renormalization group flow on 3D unimodular Lie groups,https://openalex.org/W3104074667,"David Glickenstein,Liang Wu","Unimodular matrix,Ricci flow,Lie group,Flow (mathematics),Loop (graph theory),Mathematics,Soliton,Mathematical physics,Physics,Renormalization group,Group (periodic table),Pure mathematics,Quantum electrodynamics,Combinatorics,Quantum mechanics,Geometry,Ricci curvature,Curvature,Nonlinear system"
Euclidean formulation of discrete uniformization of the disk,https://openalex.org/W2962710724,David Glickenstein,"Uniformization (probability theory),Euclidean geometry,Mathematics,Computer science,Geometry,Statistics,Balance equation,Markov model,Markov chain"
"A diachronic investigation of ‘local’ pottery production and supply at the sanctuary of Zeus, Mount Lykaion, Arcadia, Peloponnese",https://openalex.org/W2236693194,"Mary E. Voyatzis,David Romano,Emilio Rodríguez-Álvarez","Pottery,ZEUS (particle detector),Arcadia,Archaeology,Mount,Provenance,Petrography,Altar,Geography,Ancient history,Art,History,Geology,Engineering,Art history,Mechanical engineering,Petrology,Physics,Deep inelastic scattering,Geochemistry,Inelastic scattering,Scattering,Optics"
"Michael D. Dixon.Late Classical and Early Hellenistic Corinth, 338–196 B.C.",https://openalex.org/W2317092176,David Romano,"Ancient history,History,Art"
Extensive sequence divergence between the reference genomes of two elite <i>indica</i> rice varieties Zhenshan 97 and Minghui 63,https://openalex.org/W2507245928,"Jianwei Zhang,David Kudrna,Dario Copetti,Seung‐Hee Lee,Jayson Talag,Carlos Maldonado,José Luis Goicoechea,Yeisoo Yu,Beatriz Elena Padilla Hurtado,Ann Danowitz,Rod A. Wing","Biology,Genome,Subspecies,Oryza sativa,Japonica,Reference genome,Genetics,Gene,Oryza,Botany,Paleontology"
The Cardamine hirsuta genome offers insight into the evolution of morphological diversity,https://openalex.org/W4297632322,"David Kudrna,Rod A. Wing","Biology,Genome,Gene,Genetics,Gene duplication,Genetic diversity,Evolutionary biology,Plant evolution,Arabidopsis thaliana,Tandem exon duplication,Arabidopsis,Mutant,Population,Demography,Sociology"
Economics of tipping the climate dominoes,https://openalex.org/W2271952372,Derek Lemoine,"Tipping point (physics),Domino effect,Climate change,Greenhouse gas,Economics,Climate system,Natural resource economics,Environmental science,Climate policy,Carbon tax,Global warming,Ecology,Physics,Biology,Nuclear physics,Electrical engineering,Engineering"
Ambiguous tipping points,https://openalex.org/W2273178121,Derek Lemoine,"Knightian uncertainty,Tipping point (physics),Economics,Ambiguity aversion,Loss aversion,Ambiguity,Risk aversion (psychology),Prospect theory,Carbon tax,Point (geometry),Econometrics,Expected utility hypothesis,Microeconomics,Climate change,Mathematical economics,Computer science,Mathematics,Electrical engineering,Engineering,Ecology,Geometry,Biology,Programming language"
